Age,Gender,Program_Stream,Daily_Study_Hours,Weekly_Revision_Days,Study_Hours_Before_Exam,Number_of_Subjects,Class_Attendance_Percentage,Assignment_Quality_Rating,Group_Study,Coaching_or_Tuition,Average_Sleep_Hours,Caffeine_Intake_Cups,Daily_Screen_Time_Hours,Exercise_Days_Per_Week,Daily_Commute_Time_Minutes,Part_Time_Job,Stress_Level,Motivation_Level,Concentration_Ability,Study_Environment_Quality,Phone_Usage_During_Study_Minutes,Uses_AI_Tools,Uses_Handwritten_Notes,Preferred_Study_Time,Final_Score_Percentage
21,Male,BHMS,0.03,2,12.987891129956232,4,81.01,10,0,0,6.99,3.0,6.041084836281126,2,25,1,1.9916379624448728,5.006596139179115,7.9969072273770765,7.008131818535694,10,0,0,Morning (6:00 AM - 12:00 PM),69.89
22,Male,CSE,2.99,3,6.9688843047997215,5,76.09,2,0,0,7.98,2.0,7.005082025417701,3,25,0,3.012453002165053,6.033674710714946,10.008066151078301,7.006003072276151,45,1,1,Night (6:00 PM - 6:00 AM),74.68
20,Male,BBA,4.03,1,8.091991198189904,5,71.82,6,1,0,5.98,2.0,7.035435247925535,1,50,0,2.0037887258714533,2.9719712533015383,5.017626279098795,7.024756687432755,10,1,1,Afternoon (12:00 PM - 6:00 PM),93.41
21,Prefer not to say,CSE,5.01,2,1.0344193445079606,6,92.1,9,0,0,5.01,1.0,6.03127219140273,0,20,0,1.0035560728706274,9.977763109911326,1.012885620827536,10.01462144977441,0,1,1,Night (6:00 PM - 6:00 AM),71.05
19,Prefer not to say,CSE,4.05,4,14.958226001706592,5,90.92,2,0,1,1.99,1.0,3.976536724819196,4,30,0,3.971217415573692,8.982510639560749,3.9791739119756504,7.013200840049409,10,1,1,Night (6:00 PM - 6:00 AM),77.2
21,Male,CSE,4.0,2,4.963157229804089,4,76.8,8,1,0,10.0,2.0,5.000032163036101,6,15,0,7.964997119233737,4.9948334146602935,6.0125962335764935,5.004627894111437,20,1,0,Night (6:00 PM - 6:00 AM),77.92
24,Female,CSE,1.03,3,8.022088638306936,4,75.13,8,0,0,5.98,3.0,6.046733791244491,5,15,0,4.0072332393992225,5.005955295142708,8.007860714649965,7.0295553137733915,240,1,1,Night (6:00 PM - 6:00 AM),82.02
22,Male,CSE,1.08,2,2.0020252356722597,5,92.34,6,1,0,8.02,3.0,4.015621007036326,2,60,0,1.0136372420035042,5.01166773482653,4.0077941509722255,5.992735731421139,60,0,1,Morning (6:00 AM - 12:00 PM),75.76
20,Male,CSE,1.02,2,4.041466620222444,5,76.17,6,0,1,8.0,3.0,4.013944009448711,5,40,0,2.9825850547163766,8.948944849444738,4.97316979119644,6.9933322879650275,30,0,1,Morning (6:00 AM - 12:00 PM),78.1
20,Male,BA LLB,5.0,1,5.9691308678065305,4,78.21,7,0,0,8.02,2.0,3.025340168498928,0,5,1,6.0329263277994345,7.0324123819600315,9.977133384909278,6.956232616895787,1,1,1,Afternoon (12:00 PM - 6:00 PM),84.79
24,Male,BBA,1.02,2,8.032659429985753,6,79.88,3,0,0,6.99,1.0,6.013324420480465,6,10,0,4.062065371283435,7.012735766719937,8.044345750032445,7.024258072382373,150,0,1,Night (6:00 PM - 6:00 AM),71.99
22,Male,CSE,0.99,3,1.8957348880812868,5,0.64,7,1,0,12.01,2.0,6.015154353908127,0,240,1,4.049169639489199,10.02394215385673,8.024130427311617,4.998233162203641,600,1,1,Night (6:00 PM - 6:00 AM),79.85
20,Female,BCA,6.07,3,3.9928057085016895,7,20.34,6,1,0,6.01,0.0,8.008379694368644,3,60,0,0.9925230232027947,4.935205166869808,8.998459106686937,7.067379324242972,15,1,1,Night (6:00 PM - 6:00 AM),76.05
22,Male,BBA,0.51,2,9.9712502399486,6,95.47,8,1,0,10.01,0.0,6.990576094002009,5,45,1,8.98785831830856,3.022563871281046,0.9988771051584567,0.9906856880350666,9,1,0,Afternoon (12:00 PM - 6:00 PM),85.97
35,Female,CSE,5.99,0,5.9788027815895095,4,90.35,4,0,0,12.03,0.0,4.9706515350999885,2,5,0,7.022063223379904,1.9730104861371844,8.054393268205605,7.002034470580096,45,0,1,Night (6:00 PM - 6:00 AM),88.97
21,Male,BBA,5.97,0,7.995207839716207,5,89.92,7,0,0,6.97,1.0,8.94849339680117,5,25,0,3.0190357697957917,2.9877748532328545,10.00110932282752,4.012552175771989,300,1,1,Night (6:00 PM - 6:00 AM),69.99
20,Female,BSC,3.03,2,14.053034368817439,4,73.74,4,1,0,6.0,0.0,4.990864061644442,0,25,0,8.968786303404656,5.038895072147868,4.997142116453453,4.974691460612058,50,1,1,Morning (6:00 AM - 12:00 PM),100.0
20,Male,BBA,6.03,5,9.946241913981243,4,73.76,1,1,0,6.99,2.0,12.012110176910552,4,50,0,3.9932083229144215,2.017836200041137,7.980585086409846,2.008235156694447,40,1,1,Night (6:00 PM - 6:00 AM),72.2
26,Male,BSC,0.0,0,3.898075442494228,5,64.62,8,0,0,5.99,2.0,6.006617290790354,0,30,0,4.018550324123707,6.981645931859764,9.99428217702996,8.000796106942522,3,1,1,Night (6:00 PM - 6:00 AM),75.07
20,Female,CSE,0.52,1,17.951644848529213,5,84.98,8,1,0,8.03,2.0,10.017638393349596,7,60,0,3.9748679368923794,7.0215953855594275,0.9588203823021058,9.993024861876307,300,1,1,Night (6:00 PM - 6:00 AM),84.9
24,Male,CSE,0.0,1,8.047627642477657,6,69.37,5,1,0,5.99,0.0,3.9965039033248275,7,60,0,2.979119564798936,7.00978625129819,8.012743938511512,8.026932475001166,7,1,0,Night (6:00 PM - 6:00 AM),99.92
20,Male,DROPOUT,0.01,1,9.92337215784476,5,90.97,10,0,0,10.02,3.0,6.0755006232187165,5,40,0,8.983352717378384,8.98895103997158,5.030814391271769,4.979242616766741,30,1,1,Night (6:00 PM - 6:00 AM),78.14
20,Male,BBA,1.01,3,14.9733572374649,5,79.07,7,1,0,7.98,1.0,10.056230410568473,0,50,1,9.988804621931534,9.012904976924071,7.03108696922778,4.0063139768829465,10,1,1,Night (6:00 PM - 6:00 AM),83.85
58,Female,BCOM,13.05,1,10.0391096300425,4,80.31,6,1,1,10.02,0.0,5.957906179275199,4,0,0,1.9559969619878892,4.989742665424123,4.982810659188073,4.033410862525839,1,1,0,Morning (6:00 AM - 12:00 PM),50.0
22,Male,BCA,0.0,1,7.997278251202146,4,64.91,7,0,1,7.0,3.0,6.018209706798127,0,30,0,1.0194299385980046,5.010494576930403,5.9438483978208305,6.983770246863251,35,1,1,Afternoon (12:00 PM - 6:00 PM),69.76
22,Male,CSE,0.96,1,6.052578003651935,6,74.46,3,0,0,7.99,5.0,2.0268711042876997,4,30,1,9.979414403045805,3.010148867944606,8.008302139381275,6.993181095588635,120,1,0,Morning (6:00 AM - 12:00 PM),85.98
26,Male,CSE,15.97,0,23.905209439986756,5,65.45,4,0,0,7.97,1.0,7.941127317621172,5,1,0,1.0056747766846679,9.013654817018105,7.0322690832740165,3.053867169776177,540,1,0,Night (6:00 PM - 6:00 AM),74.85
22,Female,CSE,0.96,2,2.9850186381755908,7,89.97,8,0,0,5.99,3.0,13.0046288978641,5,30,1,5.002666329393087,5.052194484361533,4.960746307833901,8.01089585738461,30,1,1,Night (6:00 PM - 6:00 AM),89.91
21,Male,BBA,0.54,3,10.06228908239594,6,90.87,9,1,0,7.99,0.0,2.0143377718529387,5,20,0,3.9716307645832116,3.0256385865820654,3.990857798497089,5.988373610046528,3,1,0,Night (6:00 PM - 6:00 AM),66.03
20,Male,CSE,3.05,0,12.947507012928035,6,95.16,8,1,0,5.03,0.0,1.9998440700382731,0,120,0,9.950474935223168,4.027122828532727,5.00874602761112,7.0184347589183504,65,1,1,Night (6:00 PM - 6:00 AM),69.08
22,Female,CSE,3.01,0,4.048204050458501,6,89.92,4,0,0,6.0,5.0,4.010705826434662,6,40,0,6.002499324211155,3.9857085988422045,2.979419000286698,5.9869519753344935,10,1,1,Morning (6:00 AM - 12:00 PM),73.9
20,Female,LLB,5.04,0,7.989020947964297,7,64.74,2,1,0,5.99,1.0,6.002192998114591,5,0,0,4.987781308837411,6.958843380113477,9.957711546267364,4.964056867886112,120,1,0,Night (6:00 PM - 6:00 AM),70.16
26,Male,BBA,5.0,3,8.02022284272287,4,67.29,10,1,0,7.99,0.0,7.019487577233718,0,30,0,10.012772246795638,2.9949091837766986,4.981801151816148,7.031520580646835,120,1,1,Afternoon (12:00 PM - 6:00 PM),67.83
20,Male,CSE,4.0,1,10.058910905948874,5,20.28,7,0,0,9.97,2.0,1.0429466593505272,5,60,1,4.0227751809366685,2.986807721924646,9.986074335712981,9.974664833907042,60,1,1,Morning (6:00 AM - 12:00 PM),70.11
20,Male,CSE,5.99,2,8.02002285119957,4,49.04,8,1,0,6.03,1.0,3.0213737681480306,7,1,0,9.942832452238077,9.016263468819703,4.953845147214735,10.056311159868134,5,1,1,Morning (6:00 AM - 12:00 PM),88.94
20,Male,MBA,4.99,2,0.9724581054427424,5,73.71,1,0,0,6.02,1.0,3.0325998596259423,2,5,0,4.993520804133307,9.99463886393651,8.026220956327904,4.988760969233359,30,1,0,Night (6:00 PM - 6:00 AM),60.13
22,Male,CSE,8.95,1,13.026182299518508,5,64.72,8,0,1,5.0,2.0,4.9706701689303046,4,45,0,2.0292113093127058,1.0359716695834624,5.038024709559449,5.048997018369804,56,1,1,Night (6:00 PM - 6:00 AM),97.94
21,Female,CSE,1.01,7,7.9691716953223946,7,80.02,10,1,1,10.04,1.0,6.056235019783923,4,70,0,4.040302019833907,4.952827772098523,6.000723263978492,6.9685642376840935,20,1,1,Night (6:00 PM - 6:00 AM),79.9
18,Male,LLB,6.0,7,6.012734116948679,7,68.89,9,1,0,7.0,1.0,7.008735181011987,5,600,1,4.948620587739822,0.9924233344710344,5.0178507381771285,1.023553630507592,400,1,0,Night (6:00 PM - 6:00 AM),91.09
21,Male,BBA,5.02,1,7.941686000024259,7,2.92,7,0,0,8.02,1.0,5.989166796542297,3,5,0,5.032301955885437,1.0101113832341955,3.9638038601714842,6.011477758755832,150,1,1,Night (6:00 PM - 6:00 AM),85.06
21,Female,BBA,6.0,4,6.001355303212664,6,76.23,8,0,0,8.01,2.0,8.01152148723039,3,10,0,1.9716928597998213,6.973539755709261,4.996535542940372,5.0192414319505385,0,1,0,Morning (6:00 AM - 12:00 PM),9.92
21,Male,CSE,4.99,3,8.055400268872662,3,80.17,5,1,0,5.99,0.0,7.984893996934196,1,25,0,1.0197949358975273,6.024548275849794,8.985834057171724,4.022233634087392,70,1,1,Night (6:00 PM - 6:00 AM),85.08
24,Female,CSE,0.97,4,7.98608255335604,3,89.31,1,1,0,4.0,1.0,4.0038297472323485,3,15,0,4.984608263120891,9.0236616156968,5.01007091531609,0.9885677440354116,3,1,0,Night (6:00 PM - 6:00 AM),81.98
24,Female,BCA,0.5,2,24.050946856987423,6,84.77,9,1,0,6.01,0.0,6.008352318844184,3,30,0,7.02093761384217,4.988303291356565,9.933978874691812,3.9699383548960863,30,1,0,Afternoon (12:00 PM - 6:00 PM),50.02
23,Male,BHMS,1.02,7,5.1440997436766285,7,91.92,7,1,0,7.98,5.0,9.980965799779208,0,25,0,3.9898559327196454,9.07184682665717,7.992559316855774,0.9988305169113132,3,1,1,Afternoon (12:00 PM - 6:00 PM),69.05
20,Female,CSE,2.96,7,9.998651561122351,4,76.17,5,0,0,10.01,0.0,3.0043210037744688,4,30,0,9.959663964808021,9.96968128362589,7.015377128973025,5.005122579360345,56,1,0,Night (6:00 PM - 6:00 AM),82.8
20,Female,BA,5.0,3,1.028610618540087,5,3.1,4,0,1,8.02,1.0,8.980557642704818,5,15,0,1.9836962678062577,2.963481520544453,8.005828754503499,4.989162629574159,0,1,0,Morning (6:00 AM - 12:00 PM),80.0
22,Non-binary,CSE,1.01,1,5.022213461004743,6,86.35,4,1,0,9.99,0.0,3.9803790374790067,3,30,0,10.01514710205405,3.987137174384319,10.019157935365826,8.006374884978912,100,1,1,Night (6:00 PM - 6:00 AM),84.79
22,Male,CSE,0.98,0,12.010485895756165,5,83.1,10,0,0,4.0,3.0,4.971959178727815,0,25,1,7.988155521263936,5.005161356665838,4.98535759573656,7.007570869356118,46,0,1,Morning (6:00 AM - 12:00 PM),74.85
22,Male,BHMS,5.98,3,2.0367021824804614,5,65.42,10,1,0,4.98,4.0,0.9896344537587896,5,10,0,4.969906507714561,6.956243353093066,4.930912684136486,4.979098429321169,120,1,0,Afternoon (12:00 PM - 6:00 PM),83.98
24,Male,CSE,3.01,1,7.988443108160107,7,76.12,8,1,0,5.99,3.0,2.9847253349573095,4,5,0,9.964349617185496,2.016796253830296,7.026889984357069,6.00907173653218,240,1,1,Afternoon (12:00 PM - 6:00 PM),76.14
19,Male,CSE,3.96,1,9.969137026049106,5,55.24,8,1,1,6.99,5.0,3.0131440396820914,1,0,0,3.977304923391318,5.0667314538879005,1.018576502033928,9.993862649793643,50,1,1,Morning (6:00 AM - 12:00 PM),49.97
25,Female,CSE,5.01,0,9.928900038630188,6,49.93,10,0,0,8.03,2.0,5.030408413394088,5,6,0,2.977062326441405,7.962216845313725,7.038387892704103,8.983922774645729,20,1,0,Night (6:00 PM - 6:00 AM),74.95
21,Male,CSE,15.97,0,3.9840334455635436,6,74.0,4,0,1,11.99,3.0,7.018364428966525,2,5,0,8.01610103544436,1.005327486953547,7.001817073648533,7.018084504208471,60,1,0,Night (6:00 PM - 6:00 AM),75.94
20,Male,BCOM,2.03,1,8.04199107522879,7,74.21,6,0,0,4.99,2.0,3.02697435870242,4,10,0,5.988915515918021,5.02598290260101,9.010185479558125,7.982153994766064,360,1,1,Night (6:00 PM - 6:00 AM),89.06
19,Male,CSE,6.07,2,7.956221882060589,6,77.37,7,0,0,4.0,2.0,3.0246352847556004,1,30,0,6.991624609107943,1.020767874637198,6.056997289893731,0.9895112170164116,70,1,0,Night (6:00 PM - 6:00 AM),88.84
21,Female,CSE,15.97,2,1.0114908781042609,6,85.17,1,0,0,6.97,2.0,6.974296064495973,4,1,0,7.994957526631173,5.058543241862083,4.954705297348326,8.001654870518726,30,1,1,Night (6:00 PM - 6:00 AM),93.8
22,Male,CSE,5.02,0,5.994265232292192,4,73.98,4,0,0,6.95,0.0,7.990733951315195,7,60,0,3.015144821178892,0.9872689463704907,5.010882020240914,5.0315653150333555,60,1,1,Night (6:00 PM - 6:00 AM),75.19
26,Female,BBA,2.98,2,12.971085385479437,5,80.31,10,0,0,5.97,4.0,6.049355784731434,6,50,0,10.017866579200259,7.053866600110976,8.02979840105006,4.004427882334201,0,1,0,Morning (6:00 AM - 12:00 PM),92.06
21,Male,CSE,1.03,2,23.913680711361803,6,77.5,7,0,0,2.01,1.0,5.984893253785986,4,1,0,9.985225427746968,5.9983654566822056,5.005201929142658,7.0121337747512245,0,1,0,Night (6:00 PM - 6:00 AM),79.9
21,Female,CSE,1.96,1,10.063485206585327,5,89.68,7,0,0,5.0,1.0,8.051421459442148,5,20,0,3.992598209304196,0.9861611224869563,4.001622551266662,6.99316371900313,80,1,1,Morning (6:00 AM - 12:00 PM),80.91
21,Male,CSE,3.01,7,24.024092038341685,6,95.16,9,0,1,4.02,0.0,8.988427842669877,0,0,0,5.018015608160488,6.0509684820675105,0.9636966058209183,7.998197243126628,30,1,1,Afternoon (12:00 PM - 6:00 PM),69.92
21,Male,CSE,5.97,5,10.124155824139315,7,89.0,10,1,1,7.97,0.0,5.943206601705551,6,10,0,6.980488641132259,1.9900262881456292,6.035903327537544,0.998877383228943,60,1,1,Morning (6:00 AM - 12:00 PM),81.82
20,Male,CSE,1.99,1,1.0502817785536442,6,80.14,3,1,0,8.0,1.0,3.993141134776091,6,70,0,9.984649061675281,5.029053339146703,1.0261572405747412,7.006736684462231,90,1,1,Night (6:00 PM - 6:00 AM),88.96
18,Male,CSE,5.97,1,7.062445916997698,4,67.01,10,1,0,5.97,0.0,4.023481449674307,4,120,0,1.0179572130126942,7.986637085850822,5.031384546860511,0.9932021897053606,6,1,0,Morning (6:00 AM - 12:00 PM),71.0
24,Male,CSE,2.03,0,6.918510694444184,2,65.13,6,1,0,4.01,5.0,9.046139470068576,4,50,0,3.983905682301829,9.96544342499499,5.999472571488262,6.030777239960746,120,1,1,Afternoon (12:00 PM - 6:00 PM),71.19
19,Male,LLB,1.97,3,7.91769635589633,6,71.81,6,0,0,8.97,0.0,2.959006972846034,7,15,0,7.0069419771048445,8.965519385596307,0.9921516651661295,7.991429083694625,1,1,0,Night (6:00 PM - 6:00 AM),71.01
22,Male,BBA,2.02,1,4.0019710024397375,5,85.13,8,1,0,6.0,2.0,6.022973795345088,5,60,1,9.95570596432803,2.019138544959337,9.999835906377108,6.9607879294180695,6,1,0,Night (6:00 PM - 6:00 AM),70.1
20,Male,BBA,0.99,0,4.946517890065219,5,79.23,8,0,0,8.0,1.0,7.02477340745967,6,30,0,9.01636881572177,9.971142729394849,7.041582862946417,5.062996803336453,50,1,1,Night (6:00 PM - 6:00 AM),88.96
22,Female,BBA,0.0,1,1.9682639416779633,6,79.28,8,0,0,5.99,4.0,10.036097240320707,1,2,0,3.9943679219868438,0.994301726723671,0.9936302017969345,0.9924809659567766,35,1,1,Night (6:00 PM - 6:00 AM),77.94
20,Male,CSE,3.0,4,6.117679752263988,6,96.46,3,1,0,9.96,1.0,7.925908476023293,5,240,0,7.011407409006039,9.98238180875534,3.0362635231007444,5.030161003806466,30,1,1,Night (6:00 PM - 6:00 AM),70.0
24,Male,CSE,0.0,3,10.055427430832438,4,90.06,9,0,1,6.03,1.0,10.045955791562696,2,20,0,5.031388385131643,2.9761639760417697,7.996400474526013,9.032265364576721,60,1,1,Morning (6:00 AM - 12:00 PM),86.12
19,Male,LLB,1.01,1,5.956414806775835,4,90.06,7,0,0,8.99,3.0,4.012229380899969,4,300,1,1.9906428586931546,2.9794712622707236,4.979022676873366,1.021709768797572,150,1,0,Afternoon (12:00 PM - 6:00 PM),89.92
20,Male,MBA,4.05,0,7.889780143322197,5,94.65,10,0,0,7.97,1.0,7.01272158083498,2,30,0,4.956996038092926,3.0056217799988123,9.949169304406114,4.9954516927035835,9,1,0,Night (6:00 PM - 6:00 AM),70.03
23,Male,CSE,2.98,1,12.952488748319688,5,57.88,1,1,0,6.01,2.0,4.028818898612114,3,2,0,9.989852592412795,0.9192287284025675,4.0140491098913325,6.0065846031704995,600,1,0,Night (6:00 PM - 6:00 AM),8.03
21,Female,CSE,16.0,1,7.974044478592632,6,75.96,5,0,0,7.02,2.0,3.9443912497680915,2,25,0,5.03405720334633,1.0228942476068512,7.018796145658139,3.9707269329129398,60,1,1,Morning (6:00 AM - 12:00 PM),87.0
20,Male,BA,4.05,7,7.9850347286291825,5,85.24,8,0,0,7.99,2.0,2.028153210016651,2,40,0,9.004762554517226,6.964876904670708,4.971846113589133,7.045709896139567,10,1,0,Night (6:00 PM - 6:00 AM),80.12
20,Male,CSE,4.97,7,2.940418802140704,6,94.86,3,0,0,8.03,3.0,7.065873523643992,4,2,0,1.9701523555912104,7.96833570375987,8.036139225431272,9.980435641905482,30,1,0,Afternoon (12:00 PM - 6:00 PM),100.0
24,Female,CSE,1.95,3,5.052631288068309,11,74.18,5,0,0,6.99,2.0,4.962037495061682,6,240,0,3.9945670707216143,5.960833706962729,6.966197355283333,7.994168379459404,140,1,1,Night (6:00 PM - 6:00 AM),83.98
26,Male,BCOM,2.01,3,11.96685836318091,6,80.0,8,0,0,6.0,3.0,4.998213897679319,3,25,0,3.013678361932148,3.007300810283559,7.017335664802354,5.002273530690211,120,1,1,Night (6:00 PM - 6:00 AM),79.99
20,Female,CSE,1.98,5,3.0302123825514022,6,64.96,5,1,1,8.01,2.0,6.001039048219202,7,3,0,9.996481260688265,3.03970592310537,8.01853578690121,6.997532313881679,60,1,0,Morning (6:00 AM - 12:00 PM),59.7
21,Male,CSE,3.06,0,3.0025102119201037,5,55.06,8,0,0,10.03,1.0,3.0098870008209593,5,20,0,4.995718952982674,4.99632094983235,8.026260618880995,5.984912874357626,120,1,0,Afternoon (12:00 PM - 6:00 PM),85.98
21,Male,CSE,3.0,0,7.043716626399104,5,57.91,5,1,0,9.96,1.0,6.0118171377940905,2,60,0,2.9799879961045965,5.011849802750639,5.951774078322314,1.0320253069099894,56,1,1,Night (6:00 PM - 6:00 AM),88.85
22,Male,BBA LLB,1.98,1,2.9889170714883986,6,76.9,5,1,0,7.04,2.0,2.981374704733005,1,40,0,5.98223885651279,4.014615280996157,4.026106648906519,9.021826101520338,70,1,1,Night (6:00 PM - 6:00 AM),68.97
25,Male,BHMS,0.0,1,5.956911800513502,6,66.61,4,0,1,12.02,1.0,3.0011081139529456,3,2,0,10.006237891396427,10.020103761476927,6.9964556730245855,6.0073968096517385,9,1,1,Afternoon (12:00 PM - 6:00 PM),82.0
20,Male,CSE,0.53,5,1.9721162994585832,4,97.94,8,0,0,5.01,4.0,7.0483745264764455,6,30,0,3.0138092221538795,0.9727797113411013,1.9916712750039636,3.990823028856386,240,1,0,Morning (6:00 AM - 12:00 PM),82.06
21,Male,BHMS,0.0,0,19.9727732103393,6,2.89,8,0,0,5.98,0.0,3.0112655333852034,5,25,0,4.995140286163223,6.043219917799306,8.02018819386805,6.024444385590786,60,1,0,Afternoon (12:00 PM - 6:00 PM),90.28
22,Female,CSE,3.0,2,7.096171967824027,6,78.88,1,1,0,2.98,2.0,8.010214191260133,6,600,0,6.986149293462351,4.99094182137213,5.023508238953343,0.9893320419500226,150,1,0,Night (6:00 PM - 6:00 AM),87.19
20,Female,CSE,5.03,1,3.0035638083727614,6,72.1,5,0,0,8.01,3.0,4.980180458129644,5,10,0,3.0212088448036343,7.0076232903408,6.951337633810033,9.036068903457629,100,1,0,Night (6:00 PM - 6:00 AM),70.0
24,Male,CSE,5.98,5,4.000215808184642,5,69.15,6,0,0,7.01,1.0,6.03714399909377,0,50,0,3.9881195327947396,6.995932175246281,1.9684385638427684,6.002554532161971,15,1,1,Night (6:00 PM - 6:00 AM),88.08
19,Male,CSE,3.0,3,13.04108701917141,4,80.05,8,0,1,11.01,6.0,7.99398319919858,0,20,0,8.008112537483848,4.987917145644547,9.029345039080475,4.028245734619209,50,1,1,Night (6:00 PM - 6:00 AM),67.94
21,Female,BBA,1.0,7,2.999996745989503,6,86.23,6,0,0,7.0,0.0,6.943134975332982,3,1,1,7.01494615807006,5.0254842592600895,8.01162310478682,9.997385764335258,6,1,1,Night (6:00 PM - 6:00 AM),68.03
22,Male,CSE,6.02,2,1.0522505098301977,5,1.13,3,1,1,6.01,2.0,4.0116551975033925,6,25,0,4.964554078380001,3.017226345139208,8.004447525681229,6.001642980669396,80,0,1,Night (6:00 PM - 6:00 AM),68.03
26,Male,CSE,2.02,5,4.982667680186923,8,79.93,5,0,0,8.96,10.0,6.019608341228152,0,70,0,4.003918254885107,2.9407036358665253,7.975880396373341,7.028145583048361,240,1,1,Morning (6:00 AM - 12:00 PM),93.86
24,Male,CSE,0.99,7,3.9779366667471074,4,94.89,6,1,0,4.99,2.0,9.991712003834662,3,1,0,4.924361046365217,10.011368963216654,3.010738567975958,8.050390273599914,60,1,0,Night (6:00 PM - 6:00 AM),81.94
21,Male,CSE,1.0,2,1.954336390046004,8,76.07,5,0,0,4.97,2.0,3.938086361974991,2,20,1,5.9971295368938415,5.056894650717987,8.02982758251577,5.035838647816053,6,0,1,Night (6:00 PM - 6:00 AM),68.76
20,Male,CSE,0.99,2,10.086179867169019,5,80.13,2,0,0,5.0,1.0,4.969039657181895,5,70,0,8.016249525825563,6.005037775010085,6.056720414477726,6.020146108183342,140,1,1,Night (6:00 PM - 6:00 AM),89.98
21,Male,CSE,0.95,0,17.996747383734743,6,90.32,10,0,0,8.02,0.0,3.9968068209488075,0,20,0,3.009447452720565,2.986144693667077,4.991332955656043,5.0135347157993095,2,1,0,Night (6:00 PM - 6:00 AM),70.99
21,Female,BCOM,1.01,0,5.9453101433798485,7,65.27,10,1,1,5.98,10.0,3.989170726855601,4,2,0,3.0224326039436504,3.989599380052611,1.0214625241953827,3.988356356103447,30,1,1,Night (6:00 PM - 6:00 AM),80.99
21,Female,CSE,3.06,0,8.009168708048648,6,75.88,5,1,0,5.99,0.0,3.0122507211840683,1,90,0,2.0098269643297346,1.984758697267903,5.045389428954889,7.006780863703075,300,1,1,Night (6:00 PM - 6:00 AM),71.86
23,Male,CSE,4.97,3,6.9697188521244495,7,74.98,5,1,0,7.98,0.0,3.0164114411594634,0,30,0,7.984792535489909,2.968834600000441,5.964550088780514,4.979029002810814,60,1,0,Morning (6:00 AM - 12:00 PM),77.99
22,Female,BA,0.48,2,4.9818513927561705,1,75.35,6,1,0,7.99,2.0,4.987911517747001,0,50,0,1.95683950003955,4.994990892527493,7.044025136964542,7.0086309984252475,20,1,1,Morning (6:00 AM - 12:00 PM),68.02
21,Male,BBA,5.97,1,8.014475678018398,4,75.24,8,1,0,11.01,5.0,2.9611961725005873,5,1,0,8.003172881089535,6.994867715925957,6.00490980013448,5.010107123833252,30,1,0,Morning (6:00 AM - 12:00 PM),85.06
21,Male,CSE,1.02,4,3.0708513257158363,5,0.21,3,1,0,8.02,3.0,8.040307958242513,4,3,1,1.013425971395176,8.01627844330083,8.001831948634612,0.954963129401028,30,1,1,Night (6:00 PM - 6:00 AM),88.04
20,Non-binary,BBA,2.01,4,6.004732102001644,8,94.99,3,1,1,9.03,2.0,13.015548876870875,0,600,0,6.950717159082732,6.985828335560062,9.98674375738494,7.000889751919953,0,1,0,Afternoon (12:00 PM - 6:00 PM),71.96
21,Male,BA,1.0,3,6.96687811525966,8,85.71,5,1,0,7.98,2.0,7.018622733588675,6,300,0,6.011325560947088,9.05454308274256,6.991095405605241,4.009528884637493,40,1,0,Night (6:00 PM - 6:00 AM),97.98
21,Male,CSE,0.97,4,3.976479794147002,4,97.77,6,0,1,6.01,4.0,3.0106551106666863,2,20,1,3.002460264423203,6.974593387367255,4.981769359954937,2.998077344342957,60,1,1,Night (6:00 PM - 6:00 AM),69.04
23,Male,CSE,2.0,2,4.030578964360803,2,85.06,4,0,1,8.02,2.0,13.030439308291456,4,5,1,8.989774039258807,2.0039942133200075,9.976679256737029,3.0082236984872868,1,1,0,Night (6:00 PM - 6:00 AM),80.94
22,Female,CSE,3.95,0,0.908775544683202,5,100.0,4,0,0,10.03,1.0,9.989429471861856,3,1,0,9.012331198656659,7.979723306224041,8.011002378232583,5.969183200765892,70,1,1,Night (6:00 PM - 6:00 AM),69.88
21,Male,CSE,1.0,1,7.951429231776344,8,29.75,8,1,1,8.98,0.0,8.022975452535041,1,40,0,3.9922782837942874,0.9853895330731621,8.027227747549807,4.982179877649228,70,1,1,Afternoon (12:00 PM - 6:00 PM),88.95
18,Male,CSE,2.03,0,8.009905590145198,6,55.01,7,1,0,5.96,1.0,12.018542340898495,0,10,0,0.9904811256572709,3.9924201070646226,7.9743613791428185,7.023770554413824,50,1,0,Night (6:00 PM - 6:00 AM),74.05
20,Male,BBA LLB,1.96,0,11.920499029894803,6,45.14,8,1,0,7.99,2.0,2.01762472308491,6,45,0,6.9643522566966745,7.005528101836477,2.982989068822138,5.000013130068852,40,1,1,Morning (6:00 AM - 12:00 PM),88.1
35,Female,CSE,4.95,2,4.985442129574572,5,75.74,7,0,1,6.05,1.0,4.966864428274172,4,0,0,7.0113487304729265,5.021777414304171,8.006272827481647,7.007806371536984,3,1,1,Morning (6:00 AM - 12:00 PM),82.13
22,Male,BA LLB,3.05,0,7.9777212093036445,6,75.45,3,0,0,5.98,1.0,5.0038588917669475,7,5,0,4.963376742156661,2.98737010153021,7.972727883819129,4.9874474519818515,25,1,1,Night (6:00 PM - 6:00 AM),97.88
