Age,Gender,Program_Stream,Daily_Study_Hours,Weekly_Revision_Days,Study_Hours_Before_Exam,Number_of_Subjects,Class_Attendance_Percentage,Assignment_Quality_Rating,Group_Study,Coaching_or_Tuition,Average_Sleep_Hours,Caffeine_Intake_Cups,Daily_Screen_Time_Hours,Exercise_Days_Per_Week,Daily_Commute_Time_Minutes,Part_Time_Job,Stress_Level,Motivation_Level,Concentration_Ability,Study_Environment_Quality,Phone_Usage_During_Study_Minutes,Uses_AI_Tools,Uses_Handwritten_Notes,Preferred_Study_Time,Final_Score_Percentage
24,Male,BBA,1,1,12,6,33,7,0,1,4,3,13,4,3,0,10,5,4,5,30,1,1,Night (6:00 PM - 6:00 AM),78
20,Male,CSE,8,7,7,6,76,10,1,0,7,2,8,6,3,0,6,9,6,1,50,1,0,Afternoon (12:00 PM - 6:00 PM),76
21,Female,MBA,6,0,3,8,96,8,0,0,8,2,5,1,3,0,6,2,3,7,240,1,0,Night (6:00 PM - 6:00 AM),80
20,Female,BCA,5,2,10,7,85,8,0,1,6,1,7,7,5,0,6,9,9,10,400,1,0,Night (6:00 PM - 6:00 AM),83
20,Female,CSE,3,2,8,2,69,6,0,0,6,2,5,0,15,0,3,7,9,5,30,1,1,Morning (6:00 AM - 12:00 PM),86
27,Female,CSE,1,0,2,6,1,8,1,0,6,1,3,0,15,0,5,8,3,9,60,1,1,Afternoon (12:00 PM - 6:00 PM),68
26,Female,BBA,3,0,6,7,90,8,0,0,5,4,2,0,6,0,8,4,10,5,80,1,0,Night (6:00 PM - 6:00 AM),70
20,Non-binary,CSE,3,2,7,3,80,6,0,0,7,0,4,0,10,0,3,7,7,3,56,1,0,Night (6:00 PM - 6:00 AM),77
22,Male,BBA,0,1,8,4,90,8,0,0,12,2,7,1,5,0,5,7,9,6,60,1,0,Night (6:00 PM - 6:00 AM),70
21,Male,CSE,1,0,5,4,95,7,0,0,8,2,4,4,25,0,7,5,7,8,20,1,1,Night (6:00 PM - 6:00 AM),90
24,Male,CSE,1,2,13,6,80,7,1,0,6,2,4,1,70,0,4,7,5,7,30,1,1,Night (6:00 PM - 6:00 AM),76
22,Male,CSE,3,2,1,5,91,9,1,0,5,1,4,5,25,0,10,3,3,7,30,1,0,Morning (6:00 AM - 12:00 PM),87
58,Female,BSC,12,3,6,2,20,7,0,0,8,1,6,7,10,0,5,9,2,7,40,1,1,Night (6:00 PM - 6:00 AM),70
20,Female,CSE,1,1,13,4,93,10,1,0,6,3,8,3,40,0,2,4,5,10,10,1,0,Morning (6:00 AM - 12:00 PM),83
22,Male,CSE,6,5,6,6,93,2,1,0,10,0,12,2,5,0,3,3,5,4,60,1,1,Night (6:00 PM - 6:00 AM),89
26,Female,CSE,3,3,10,4,80,9,1,0,8,3,4,6,30,0,6,7,10,7,2,1,0,Afternoon (12:00 PM - 6:00 PM),86
21,Female,CSE,3,0,8,5,80,10,0,1,7,0,8,6,3,0,5,6,10,7,30,1,0,Night (6:00 PM - 6:00 AM),84
20,Male,CSE,0,1,8,8,89,3,1,0,6,1,4,0,15,0,6,3,7,8,240,1,1,Night (6:00 PM - 6:00 AM),80
22,Male,CSE,1,0,1,4,55,9,1,0,10,1,3,5,240,0,2,5,8,6,30,1,1,Afternoon (12:00 PM - 6:00 PM),86
23,Male,BHMS,2,2,8,5,81,10,0,0,10,2,3,0,6,1,6,10,6,10,3,1,1,Night (6:00 PM - 6:00 AM),71
20,Male,CSE,1,1,8,8,50,7,1,0,5,4,8,0,70,0,7,2,6,1,120,0,1,Morning (6:00 AM - 12:00 PM),90
21,Male,CSE,2,3,4,5,55,6,0,1,10,5,8,0,70,0,7,5,5,9,120,1,0,Night (6:00 PM - 6:00 AM),89
24,Female,CSE,1,0,7,6,1,3,1,0,4,2,3,0,25,0,6,9,2,5,60,1,0,Morning (6:00 AM - 12:00 PM),90
20,Male,BHMS,0,1,10,6,77,5,0,0,6,1,6,3,60,0,5,9,3,5,60,1,0,Afternoon (12:00 PM - 6:00 PM),76
24,Male,CSE,1,1,6,5,98,8,1,0,8,0,7,2,1,0,5,4,7,5,60,1,1,Night (6:00 PM - 6:00 AM),91
24,Male,CSE,0,1,8,5,92,9,1,0,7,1,7,5,60,0,7,7,6,8,50,0,1,Afternoon (12:00 PM - 6:00 PM),78
23,Male,CSE,5,3,8,6,20,3,1,0,9,2,5,0,40,1,5,7,10,7,120,1,0,Night (6:00 PM - 6:00 AM),89
21,Male,CSE,2,0,6,5,78,6,1,0,8,2,4,5,4,0,4,2,1,5,10,1,1,Night (6:00 PM - 6:00 AM),90
21,Male,CSE,2,0,8,6,90,7,1,1,5,2,4,3,50,0,5,10,10,5,10,1,0,Night (6:00 PM - 6:00 AM),100
20,Male,CSE,4,3,24,6,95,8,0,0,8,1,3,0,6,0,4,7,7,6,60,1,1,Afternoon (12:00 PM - 6:00 PM),81
20,Female,CSE,12,3,4,5,85,4,0,0,8,2,6,0,50,0,2,2,4,8,30,1,1,Night (6:00 PM - 6:00 AM),68
22,Male,BBA,4,0,8,6,90,9,0,0,6,2,4,4,240,0,10,2,7,4,56,1,0,Night (6:00 PM - 6:00 AM),72
20,Male,CSE,1,0,8,3,52,8,0,0,12,1,6,4,1,0,8,9,7,10,60,1,1,Afternoon (12:00 PM - 6:00 PM),84
22,Female,BA,6,3,13,6,67,7,1,0,6,1,8,2,40,0,4,8,5,7,30,1,0,Afternoon (12:00 PM - 6:00 PM),80
21,Male,BHMS,3,0,15,7,72,4,1,0,8,1,5,0,30,0,10,6,5,2,60,0,0,Night (6:00 PM - 6:00 AM),88
22,Male,CSE,4,0,2,4,72,9,0,1,9,2,5,4,40,0,6,2,6,4,180,1,1,Night (6:00 PM - 6:00 AM),84
22,Male,CSE,2,0,6,6,91,10,0,1,9,0,0,5,1,1,1,8,4,7,120,1,1,Night (6:00 PM - 6:00 AM),85
22,Female,BHMS,4,3,8,6,65,10,1,0,6,4,3,4,10,0,5,5,5,10,40,1,1,Morning (6:00 AM - 12:00 PM),80
21,Female,CSE,1,7,12,6,80,10,0,0,6,4,6,3,50,0,4,5,6,5,0,1,1,Morning (6:00 AM - 12:00 PM),93
19,Male,CSE,0,4,8,6,55,7,1,1,10,4,6,4,1,0,1,5,6,4,60,1,1,Night (6:00 PM - 6:00 AM),89
21,Male,BHMS,3,2,12,5,80,8,0,0,6,0,4,6,1,0,7,5,6,6,120,1,0,Night (6:00 PM - 6:00 AM),85
23,Male,BA,1,0,12,6,98,1,1,0,8,0,12,7,15,0,10,3,9,4,100,1,1,Night (6:00 PM - 6:00 AM),89
19,Male,CSE,1,6,5,6,74,8,1,0,4,0,8,0,2,0,6,7,7,6,10,1,1,Night (6:00 PM - 6:00 AM),98
20,Male,CSE,4,0,13,6,1,10,1,0,8,2,8,0,50,0,2,8,7,6,9,1,1,Night (6:00 PM - 6:00 AM),80
21,Male,CSE,0,0,3,3,80,7,0,0,8,0,6,6,10,0,1,7,5,4,20,1,0,Morning (6:00 AM - 12:00 PM),68
20,Male,CSE,5,0,13,4,65,6,0,0,8,0,9,1,10,0,8,8,10,4,20,1,1,Morning (6:00 AM - 12:00 PM),76
21,Male,CSE,6,1,7,6,49,8,0,0,6,2,2,2,40,1,7,9,6,5,360,1,1,Night (6:00 PM - 6:00 AM),70
27,Male,BCA,1,2,5,4,85,10,0,0,6,3,14,5,0,1,7,7,8,4,40,1,1,Night (6:00 PM - 6:00 AM),87
22,Male,BBA,1,0,10,6,44,8,0,1,6,2,4,4,50,1,1,7,5,5,60,1,0,Night (6:00 PM - 6:00 AM),10
20,Female,BA,6,2,15,6,0,7,1,0,9,2,4,0,30,0,8,5,10,7,60,1,1,Night (6:00 PM - 6:00 AM),72
22,Female,CSE,5,0,5,8,81,3,1,0,7,1,3,7,60,0,4,3,8,4,70,1,1,Night (6:00 PM - 6:00 AM),76
21,Male,CSE,2,0,6,5,86,8,1,0,8,5,12,2,15,0,10,7,5,5,5,1,0,Night (6:00 PM - 6:00 AM),76
20,Male,CSE,6,6,5,6,67,6,0,1,8,2,3,7,40,1,8,8,5,7,5,1,1,Night (6:00 PM - 6:00 AM),86
21,Female,CSE,8,2,1,7,95,3,0,0,6,2,1,3,30,0,2,7,7,6,30,0,1,Afternoon (12:00 PM - 6:00 PM),70
20,Female,CSE,1,3,2,6,80,10,0,1,6,4,2,0,3,1,5,6,8,5,10,1,1,Night (6:00 PM - 6:00 AM),90
20,Male,CSE,1,2,12,4,77,10,0,0,4,2,4,6,40,0,4,10,5,7,50,1,0,Night (6:00 PM - 6:00 AM),78
21,Male,BBA,0,0,3,6,70,8,1,0,7,2,8,0,15,0,7,5,3,8,10,0,1,Night (6:00 PM - 6:00 AM),83
21,Male,CSE,3,7,8,6,50,1,0,0,12,2,4,5,20,0,8,2,7,1,60,1,1,Afternoon (12:00 PM - 6:00 PM),68
20,Male,MBA,0,1,12,7,70,10,1,0,6,4,10,3,100,0,9,1,7,6,65,1,1,Night (6:00 PM - 6:00 AM),89
20,Male,CSE,0,3,8,11,96,10,1,0,4,0,6,1,100,0,5,7,10,5,200,1,0,Morning (6:00 AM - 12:00 PM),74
21,Male,BBA,1,0,8,4,78,9,0,1,10,0,4,1,30,0,7,1,8,5,400,1,1,Night (6:00 PM - 6:00 AM),80
21,Male,BA,6,3,4,5,85,9,0,0,9,0,12,2,30,0,8,6,7,5,100,0,1,Night (6:00 PM - 6:00 AM),80
20,Male,BBA,0,3,4,3,87,10,1,0,8,3,5,6,40,1,5,3,3,6,40,1,1,Afternoon (12:00 PM - 6:00 PM),80
22,Male,CSE,1,1,13,5,75,6,0,0,6,2,12,0,30,0,6,7,8,4,0,1,0,Night (6:00 PM - 6:00 AM),91
26,Male,BA,1,3,2,5,87,3,0,0,7,10,6,6,70,0,2,1,3,4,30,1,1,Night (6:00 PM - 6:00 AM),50
21,Male,B.DES,3,2,2,3,70,6,1,0,9,0,3,3,5,1,1,5,8,9,30,0,1,Morning (6:00 AM - 12:00 PM),80
21,Male,CSE,1,0,13,7,69,1,1,0,11,2,6,3,60,0,5,5,5,7,5,1,1,Morning (6:00 AM - 12:00 PM),75
22,Male,BCA,6,2,15,4,77,5,0,1,5,10,4,4,3,0,7,4,3,7,60,1,1,Night (6:00 PM - 6:00 AM),98
24,Male,CSE,0,2,14,6,74,7,0,0,5,3,2,7,60,1,10,1,2,5,60,1,1,Afternoon (12:00 PM - 6:00 PM),70
20,Male,CSE,5,1,1,6,74,2,1,0,8,0,6,6,100,1,2,3,3,7,120,1,1,Morning (6:00 AM - 12:00 PM),80
20,Male,BA,3,2,4,6,75,7,0,0,5,1,5,4,5,1,10,5,5,6,60,1,1,Night (6:00 PM - 6:00 AM),70
20,Female,CSE,0,3,12,5,93,5,0,0,8,0,8,2,60,1,3,5,6,8,7,1,1,Night (6:00 PM - 6:00 AM),98
20,Male,CSE,1,2,18,5,80,8,1,0,10,2,5,4,1,0,1,1,8,6,70,1,1,Night (6:00 PM - 6:00 AM),8
19,Male,BBA,4,2,12,8,77,8,0,1,6,0,6,7,50,0,8,2,7,4,120,1,1,Night (6:00 PM - 6:00 AM),70
24,Female,CSE,6,3,5,5,20,6,0,1,7,2,6,0,0,0,10,5,10,5,15,0,0,Morning (6:00 AM - 12:00 PM),75
20,Female,CSE,1,4,10,11,85,9,0,0,8,2,10,1,45,0,4,6,7,4,10,1,0,Night (6:00 PM - 6:00 AM),76
22,Male,BCOM,2,3,7,6,3,4,0,0,10,6,10,4,10,0,6,9,8,7,30,1,0,Morning (6:00 AM - 12:00 PM),80
22,Male,CSE,1,0,10,4,69,7,1,1,8,5,9,5,50,0,5,9,5,6,30,1,1,Night (6:00 PM - 6:00 AM),89
22,Prefer not to say,CSE,5,1,10,8,92,9,1,0,5,1,6,1,60,0,10,6,3,8,15,1,0,Afternoon (12:00 PM - 6:00 PM),60
19,Male,BHMS,4,1,6,6,90,5,0,0,8,1,14,2,40,0,2,1,7,6,15,1,0,Night (6:00 PM - 6:00 AM),8
22,Male,BBA,1,5,10,5,65,8,0,0,7,0,5,2,5,0,2,3,4,7,0,1,1,Night (6:00 PM - 6:00 AM),80
20,Male,CSE,6,1,8,6,85,4,1,0,4,2,7,3,20,0,3,5,8,8,15,1,1,Night (6:00 PM - 6:00 AM),90
25,Female,CSE,4,0,12,7,85,4,0,0,5,0,5,7,60,0,3,5,8,7,20,1,1,Night (6:00 PM - 6:00 AM),80
21,Male,MBA,5,1,24,5,76,5,1,0,12,1,10,2,5,0,10,10,8,3,5,0,1,Afternoon (12:00 PM - 6:00 PM),85
24,Female,CSE,0,2,4,5,95,5,0,0,6,3,8,2,30,0,2,7,2,7,15,1,1,Night (6:00 PM - 6:00 AM),75
21,Female,CSE,3,2,3,5,23,10,1,0,6,2,7,3,50,1,7,5,5,10,60,0,0,Night (6:00 PM - 6:00 AM),80
20,Male,BCA,6,2,4,8,98,7,1,1,8,1,3,4,40,0,2,10,10,3,30,1,0,Night (6:00 PM - 6:00 AM),60
22,Male,BBA,5,2,7,6,95,5,1,0,9,2,7,3,2,0,4,6,8,4,20,1,0,Night (6:00 PM - 6:00 AM),8
20,Male,CSE,12,0,10,6,68,1,1,1,8,1,3,7,5,0,4,3,4,10,30,1,1,Night (6:00 PM - 6:00 AM),75
24,Female,CSE,1,2,6,6,45,6,1,0,6,1,7,4,25,0,10,5,2,7,140,1,0,Morning (6:00 AM - 12:00 PM),85
21,Male,B.DES,4,2,10,5,69,9,1,0,8,2,3,6,0,0,7,1,6,5,80,1,1,Night (6:00 PM - 6:00 AM),88
20,Male,CSE,2,0,6,6,77,8,1,0,8,4,8,4,70,0,6,2,8,8,50,1,1,Morning (6:00 AM - 12:00 PM),78
21,Female,BCA,2,0,8,4,75,5,0,0,10,3,5,5,20,0,5,1,6,10,200,1,0,Night (6:00 PM - 6:00 AM),86
20,Male,CSE,1,2,3,5,45,8,0,0,6,1,1,0,25,0,9,6,8,8,100,1,1,Night (6:00 PM - 6:00 AM),86
21,Male,CSE,5,7,8,5,91,8,1,1,6,4,1,5,20,0,5,9,10,7,15,1,1,Night (6:00 PM - 6:00 AM),85
58,Female,BA,5,2,10,4,3,3,1,0,5,2,6,3,20,0,10,9,7,6,60,1,0,Night (6:00 PM - 6:00 AM),95
20,Male,BCOM,4,1,10,4,69,8,0,0,7,0,8,4,0,0,3,6,8,1,240,1,1,Night (6:00 PM - 6:00 AM),80
25,Male,BSC,1,0,10,5,80,5,1,0,5,1,6,5,20,0,5,3,5,5,46,1,1,Night (6:00 PM - 6:00 AM),85
21,Male,BHMS,0,2,13,4,81,10,0,0,7,3,6,2,25,1,2,5,8,7,10,0,0,Morning (6:00 AM - 12:00 PM),70
22,Male,CSE,3,3,7,5,76,2,0,0,8,2,7,3,25,0,3,6,10,7,45,1,1,Night (6:00 PM - 6:00 AM),75
20,Male,BBA,4,1,8,5,72,6,1,0,6,2,7,1,50,0,2,3,5,7,10,1,1,Afternoon (12:00 PM - 6:00 PM),93
21,Prefer not to say,CSE,5,2,1,6,92,9,0,0,5,1,6,0,20,0,1,10,1,10,0,1,1,Night (6:00 PM - 6:00 AM),71
19,Prefer not to say,CSE,4,4,15,5,91,2,0,1,2,1,4,4,30,0,4,9,4,7,10,1,1,Night (6:00 PM - 6:00 AM),77
21,Male,CSE,4,2,5,4,77,8,1,0,10,2,5,6,15,0,8,5,6,5,20,1,0,Night (6:00 PM - 6:00 AM),78
24,Female,CSE,1,3,8,4,75,8,0,0,6,3,6,5,15,0,4,5,8,7,240,1,1,Night (6:00 PM - 6:00 AM),82
22,Male,CSE,1,2,2,5,92,6,1,0,8,3,4,2,60,0,1,5,4,6,60,0,1,Morning (6:00 AM - 12:00 PM),76
20,Male,CSE,1,2,4,5,76,6,0,1,8,3,4,5,40,0,3,9,5,7,30,0,1,Morning (6:00 AM - 12:00 PM),78
20,Male,BA LLB,5,1,6,4,78,7,0,0,8,2,3,0,5,1,6,7,10,7,1,1,1,Afternoon (12:00 PM - 6:00 PM),85
24,Male,BBA,1,2,8,6,80,3,0,0,7,1,6,6,10,0,4,7,8,7,150,0,1,Night (6:00 PM - 6:00 AM),72
22,Male,CSE,1,3,2,5,1,7,1,0,12,2,6,0,240,1,4,10,8,5,600,1,1,Night (6:00 PM - 6:00 AM),80
20,Female,BCA,6,3,4,7,20,6,1,0,6,0,8,3,60,0,1,5,9,7,15,1,1,Night (6:00 PM - 6:00 AM),76
22,Male,BBA,1,2,10,6,95,8,1,0,10,0,7,5,45,1,9,3,1,1,9,1,0,Afternoon (12:00 PM - 6:00 PM),86
35,Female,CSE,6,0,6,4,90,4,0,0,12,0,5,2,5,0,7,2,8,7,45,0,1,Night (6:00 PM - 6:00 AM),89
21,Male,BBA,6,0,8,5,90,7,0,0,7,1,9,5,25,0,3,3,10,4,300,1,1,Night (6:00 PM - 6:00 AM),70
20,Female,BSC,3,2,14,4,74,4,1,0,6,0,5,0,25,0,9,5,5,5,50,1,1,Morning (6:00 AM - 12:00 PM),100
20,Male,BBA,6,5,10,4,74,1,1,0,7,2,12,4,50,0,4,2,8,2,40,1,1,Night (6:00 PM - 6:00 AM),72
26,Male,BSC,0,0,4,5,65,8,0,0,6,2,6,0,30,0,4,7,10,8,3,1,1,Night (6:00 PM - 6:00 AM),75
20,Female,CSE,1,1,18,5,85,8,1,0,8,2,10,7,60,0,4,7,1,10,300,1,1,Night (6:00 PM - 6:00 AM),85
24,Male,CSE,0,1,8,6,69,5,1,0,6,0,4,7,60,0,3,7,8,8,7,1,0,Night (6:00 PM - 6:00 AM),100
20,Male,DROPOUT,0,1,10,5,91,10,0,0,10,3,6,5,40,0,9,9,5,5,30,1,1,Night (6:00 PM - 6:00 AM),78
20,Male,BBA,1,3,15,5,79,7,1,0,8,1,10,0,50,1,10,9,7,4,10,1,1,Night (6:00 PM - 6:00 AM),84
58,Female,BCOM,12,1,10,4,80,6,1,1,10,0,6,4,0,0,2,5,5,4,1,1,0,Morning (6:00 AM - 12:00 PM),50
22,Male,BCA,0,1,8,4,65,7,0,1,7,3,6,0,30,0,1,5,6,7,35,1,1,Afternoon (12:00 PM - 6:00 PM),70
22,Male,CSE,1,1,6,6,74,3,0,0,8,5,2,4,30,1,10,3,8,7,120,1,0,Morning (6:00 AM - 12:00 PM),86
26,Male,CSE,12,0,24,5,65,4,0,0,8,1,8,5,1,0,1,9,7,3,540,1,0,Night (6:00 PM - 6:00 AM),75
22,Female,CSE,1,2,3,7,90,8,0,0,6,3,13,5,30,1,5,5,5,8,30,1,1,Night (6:00 PM - 6:00 AM),90
21,Male,BBA,1,3,10,6,91,9,1,0,8,0,2,5,20,0,4,3,4,6,3,1,0,Night (6:00 PM - 6:00 AM),66
20,Male,CSE,3,0,13,6,95,8,1,0,5,0,2,0,120,0,10,4,5,7,65,1,1,Night (6:00 PM - 6:00 AM),69
22,Female,CSE,3,0,4,6,90,4,0,0,6,5,4,6,40,0,6,4,3,6,10,1,1,Morning (6:00 AM - 12:00 PM),74
20,Female,LLB,5,0,8,7,65,2,1,0,6,1,6,5,0,0,5,7,10,5,120,1,0,Night (6:00 PM - 6:00 AM),70
26,Male,BBA,5,3,8,4,67,10,1,0,8,0,7,0,30,0,10,3,5,7,120,1,1,Afternoon (12:00 PM - 6:00 PM),68
20,Male,CSE,4,1,10,5,20,7,0,0,10,2,1,5,60,1,4,3,10,10,60,1,1,Morning (6:00 AM - 12:00 PM),70
20,Male,CSE,6,2,8,4,49,8,1,0,6,1,3,7,1,0,10,9,5,10,5,1,1,Morning (6:00 AM - 12:00 PM),89
20,Male,MBA,5,2,1,5,74,1,0,0,6,1,3,2,5,0,5,10,8,5,30,1,0,Night (6:00 PM - 6:00 AM),60
22,Male,CSE,9,1,13,5,65,8,0,1,5,2,5,4,45,0,2,1,5,5,56,1,1,Night (6:00 PM - 6:00 AM),98
21,Female,CSE,1,7,8,7,80,10,1,1,10,1,6,4,70,0,4,5,6,7,20,1,1,Night (6:00 PM - 6:00 AM),80
18,Male,LLB,6,7,6,7,69,9,1,0,7,1,7,5,600,1,5,1,5,1,400,1,0,Night (6:00 PM - 6:00 AM),91
21,Male,BBA,5,1,8,7,3,7,0,0,8,1,6,3,5,0,5,1,4,6,150,1,1,Night (6:00 PM - 6:00 AM),85
21,Female,BBA,6,4,6,6,76,8,0,0,8,2,8,3,10,0,2,7,5,5,0,1,0,Morning (6:00 AM - 12:00 PM),10
21,Male,CSE,5,3,8,3,80,5,1,0,6,0,8,1,25,0,1,6,9,4,70,1,1,Night (6:00 PM - 6:00 AM),85
24,Female,CSE,1,4,8,3,89,1,1,0,4,1,4,3,15,0,5,9,5,1,3,1,0,Night (6:00 PM - 6:00 AM),82
24,Female,BCA,0,2,24,6,85,9,1,0,6,0,6,3,30,0,7,5,10,4,30,1,0,Afternoon (12:00 PM - 6:00 PM),50
23,Male,BHMS,1,7,5,7,92,7,1,0,8,5,10,0,25,0,4,9,8,1,3,1,1,Afternoon (12:00 PM - 6:00 PM),69
20,Female,CSE,3,7,10,4,76,5,0,0,10,0,3,4,30,0,10,10,7,5,56,1,0,Night (6:00 PM - 6:00 AM),83
20,Female,BA,5,3,1,5,3,4,0,1,8,1,9,5,15,0,2,3,8,5,0,1,0,Morning (6:00 AM - 12:00 PM),80
22,Non-binary,CSE,1,1,5,6,86,4,1,0,10,0,4,3,30,0,10,4,10,8,100,1,1,Night (6:00 PM - 6:00 AM),85
22,Male,CSE,1,0,12,5,83,10,0,0,4,3,5,0,25,1,8,5,5,7,46,0,1,Morning (6:00 AM - 12:00 PM),75
22,Male,BHMS,6,3,2,5,65,10,1,0,5,4,1,5,10,0,5,7,5,5,120,1,0,Afternoon (12:00 PM - 6:00 PM),84
24,Male,CSE,3,1,8,7,76,8,1,0,6,3,3,4,5,0,10,2,7,6,240,1,1,Afternoon (12:00 PM - 6:00 PM),76
19,Male,CSE,4,1,10,5,55,8,1,1,7,5,3,1,0,0,4,5,1,10,50,1,1,Morning (6:00 AM - 12:00 PM),50
25,Female,CSE,5,0,10,6,50,10,0,0,8,2,5,5,6,0,3,8,7,9,20,1,0,Night (6:00 PM - 6:00 AM),75
21,Male,CSE,12,0,4,6,74,4,0,1,12,3,7,2,5,0,8,1,7,7,60,1,0,Night (6:00 PM - 6:00 AM),76
20,Male,BCOM,2,1,8,7,74,6,0,0,5,2,3,4,10,0,6,5,9,8,360,1,1,Night (6:00 PM - 6:00 AM),89
19,Male,CSE,6,2,8,6,77,7,0,0,4,2,3,1,30,0,7,1,6,1,70,1,0,Night (6:00 PM - 6:00 AM),89
21,Female,CSE,12,2,1,6,85,1,0,0,7,2,7,4,1,0,8,5,5,8,30,1,1,Night (6:00 PM - 6:00 AM),94
22,Male,CSE,5,0,6,4,74,4,0,0,7,0,8,7,60,0,3,1,5,5,60,1,1,Night (6:00 PM - 6:00 AM),75
26,Female,BBA,3,2,13,5,80,10,0,0,6,4,6,6,50,0,10,7,8,4,0,1,0,Morning (6:00 AM - 12:00 PM),92
21,Male,CSE,1,2,24,6,78,7,0,0,2,1,6,4,1,0,10,6,5,7,0,1,0,Night (6:00 PM - 6:00 AM),80
21,Female,CSE,2,1,10,5,90,7,0,0,5,1,8,5,20,0,4,1,4,7,80,1,1,Morning (6:00 AM - 12:00 PM),81
21,Male,CSE,3,7,24,6,95,9,0,1,4,0,9,0,0,0,5,6,1,8,30,1,1,Afternoon (12:00 PM - 6:00 PM),70
21,Male,CSE,6,5,10,7,89,10,1,1,8,0,6,6,10,0,7,2,6,1,60,1,1,Morning (6:00 AM - 12:00 PM),82
20,Male,CSE,2,1,1,6,80,3,1,0,8,1,4,6,70,0,10,5,1,7,90,1,1,Night (6:00 PM - 6:00 AM),89
18,Male,CSE,6,1,7,4,67,10,1,0,6,0,4,4,120,0,1,8,5,1,6,1,0,Morning (6:00 AM - 12:00 PM),71
24,Male,CSE,2,0,7,2,65,6,1,0,4,5,9,4,50,0,4,10,6,6,120,1,1,Afternoon (12:00 PM - 6:00 PM),71
19,Male,LLB,2,3,8,6,72,6,0,0,9,0,3,7,15,0,7,9,1,8,1,1,0,Night (6:00 PM - 6:00 AM),71
22,Male,BBA,2,1,4,5,85,8,1,0,6,2,6,5,60,1,10,2,10,7,6,1,0,Night (6:00 PM - 6:00 AM),70
20,Male,BBA,1,0,5,5,79,8,0,0,8,1,7,6,30,0,9,10,7,5,50,1,1,Night (6:00 PM - 6:00 AM),89
22,Female,BBA,0,1,2,6,79,8,0,0,6,4,10,1,2,0,4,1,1,1,35,1,1,Night (6:00 PM - 6:00 AM),78
20,Male,CSE,3,4,6,6,96,3,1,0,10,1,8,5,240,0,7,10,3,5,30,1,1,Night (6:00 PM - 6:00 AM),70
24,Male,CSE,0,3,10,4,90,9,0,1,6,1,10,2,20,0,5,3,8,9,60,1,1,Morning (6:00 AM - 12:00 PM),86
19,Male,LLB,1,1,6,4,90,7,0,0,9,3,4,4,300,1,2,3,5,1,150,1,0,Afternoon (12:00 PM - 6:00 PM),90
20,Male,MBA,4,0,8,5,95,10,0,0,8,1,7,2,30,0,5,3,10,5,9,1,0,Night (6:00 PM - 6:00 AM),70
23,Male,CSE,3,1,13,5,58,1,1,0,6,2,4,3,2,0,10,1,4,6,600,1,0,Night (6:00 PM - 6:00 AM),8
21,Female,CSE,12,1,8,6,76,5,0,0,7,2,4,2,25,0,5,1,7,4,60,1,1,Morning (6:00 AM - 12:00 PM),87
20,Male,BA,4,7,8,5,85,8,0,0,8,2,2,2,40,0,9,7,5,7,10,1,0,Night (6:00 PM - 6:00 AM),80
20,Male,CSE,5,7,3,6,95,3,0,0,8,3,7,4,2,0,2,8,8,10,30,1,0,Afternoon (12:00 PM - 6:00 PM),100
24,Female,CSE,2,3,5,11,74,5,0,0,7,2,5,6,240,0,4,6,7,8,140,1,1,Night (6:00 PM - 6:00 AM),84
26,Male,BCOM,2,3,12,6,80,8,0,0,6,3,5,3,25,0,3,3,7,5,120,1,1,Night (6:00 PM - 6:00 AM),80
20,Female,CSE,2,5,3,6,65,5,1,1,8,2,6,7,3,0,10,3,8,7,60,1,0,Morning (6:00 AM - 12:00 PM),60
21,Male,CSE,3,0,3,5,55,8,0,0,10,1,3,5,20,0,5,5,8,6,120,1,0,Afternoon (12:00 PM - 6:00 PM),86
21,Male,CSE,3,0,7,5,58,5,1,0,10,1,6,2,60,0,3,5,6,1,56,1,1,Night (6:00 PM - 6:00 AM),89
22,Male,BBA LLB,2,1,3,6,77,5,1,0,7,2,3,1,40,0,6,4,4,9,70,1,1,Night (6:00 PM - 6:00 AM),69
25,Male,BHMS,0,1,6,6,67,4,0,1,12,1,3,3,2,0,10,10,7,6,9,1,1,Afternoon (12:00 PM - 6:00 PM),82
20,Male,CSE,1,5,2,4,98,8,0,0,5,4,7,6,30,0,3,1,2,4,240,1,0,Morning (6:00 AM - 12:00 PM),82
21,Male,BHMS,0,0,20,6,3,8,0,0,6,0,3,5,25,0,5,6,8,6,60,1,0,Afternoon (12:00 PM - 6:00 PM),90
22,Female,CSE,3,2,7,6,79,1,1,0,3,2,8,6,600,0,7,5,5,1,150,1,0,Night (6:00 PM - 6:00 AM),87
20,Female,CSE,5,1,3,6,72,5,0,0,8,3,5,5,10,0,3,7,7,9,100,1,0,Night (6:00 PM - 6:00 AM),70
24,Male,CSE,6,5,4,5,69,6,0,0,7,1,6,0,50,0,4,7,2,6,15,1,1,Night (6:00 PM - 6:00 AM),88
19,Male,CSE,3,3,13,4,80,8,0,1,11,6,8,0,20,0,8,5,9,4,50,1,1,Night (6:00 PM - 6:00 AM),68
21,Female,BBA,1,7,3,6,86,6,0,0,7,0,7,3,1,1,7,5,8,10,6,1,1,Night (6:00 PM - 6:00 AM),68
