Gender,Program_Stream,Preferred_Study_Time,Age,Weekly_Revision_Days,Number_of_Subjects,Assignment_Quality_Rating,Exercise_Days_Per_Week,Daily_Commute_Time_Minutes,Phone_Usage_During_Study_Minutes,Caffeine_Intake_Cups,Daily_Study_Hours,Study_Hours_Before_Exam,Class_Attendance_Percentage,Group_Study,Coaching_or_Tuition,Average_Sleep_Hours,Daily_Screen_Time_Hours,Part_Time_Job,Stress_Level,Motivation_Level,Concentration_Ability,Study_Environment_Quality,Uses_AI_Tools,Uses_Handwritten_Notes,Final_Score_Percentage
Male,BHMS,Afternoon (12:00 PM - 6:00 PM),22,3,5,10,5,10,120,4,5.98,2.0367021824804614,65.42,1,0,4.98,0.9896344537587896,0,4.969906507714561,6.956243353093066,4.930912684136486,4.979098429321169,1,0,83.98
Male,CSE,Afternoon (12:00 PM - 6:00 PM),24,1,7,8,4,5,240,3,3.01,7.988443108160107,76.12,1,0,5.99,2.9847253349573095,0,9.964349617185496,2.016796253830296,7.026889984357069,6.00907173653218,1,1,76.14
Male,CSE,Morning (6:00 AM - 12:00 PM),19,1,5,8,1,0,50,5,3.96,9.969137026049106,55.24,1,1,6.99,3.0131440396820914,0,3.977304923391318,5.0667314538879005,1.018576502033928,9.993862649793643,1,1,49.97
Female,CSE,Night (6:00 PM - 6:00 AM),25,0,6,10,5,6,20,2,5.01,9.928900038630188,49.93,0,0,8.03,5.030408413394088,0,2.977062326441405,7.962216845313725,7.038387892704103,8.983922774645729,1,0,74.95
Male,CSE,Night (6:00 PM - 6:00 AM),21,0,6,4,2,5,60,3,15.97,3.9840334455635436,74.0,0,1,11.99,7.018364428966525,0,8.01610103544436,1.005327486953547,7.001817073648533,7.018084504208471,1,0,75.94
Male,BCOM,Night (6:00 PM - 6:00 AM),20,1,7,6,4,10,360,2,2.03,8.04199107522879,74.21,0,0,4.99,3.02697435870242,0,5.988915515918021,5.02598290260101,9.010185479558125,7.982153994766064,1,1,89.06
Male,CSE,Night (6:00 PM - 6:00 AM),19,2,6,7,1,30,70,2,6.07,7.956221882060589,77.37,0,0,4.0,3.0246352847556004,0,6.991624609107943,1.020767874637198,6.056997289893731,0.9895112170164116,1,0,88.84
Female,CSE,Night (6:00 PM - 6:00 AM),21,2,6,1,4,1,30,2,15.97,1.0114908781042609,85.17,0,0,6.97,6.974296064495973,0,7.994957526631173,5.058543241862083,4.954705297348326,8.001654870518726,1,1,93.8
Male,CSE,Night (6:00 PM - 6:00 AM),22,0,4,4,7,60,60,0,5.02,5.994265232292192,73.98,0,0,6.95,7.990733951315195,0,3.015144821178892,0.9872689463704907,5.010882020240914,5.0315653150333555,1,1,75.19
Female,BBA,Morning (6:00 AM - 12:00 PM),26,2,5,10,6,50,0,4,2.98,12.971085385479437,80.31,0,0,5.97,6.049355784731434,0,10.017866579200259,7.053866600110976,8.02979840105006,4.004427882334201,1,0,92.06
Male,CSE,Night (6:00 PM - 6:00 AM),21,2,6,7,4,1,0,1,1.03,23.913680711361803,77.5,0,0,2.01,5.984893253785986,0,9.985225427746968,5.9983654566822056,5.005201929142658,7.0121337747512245,1,0,79.9
Female,CSE,Morning (6:00 AM - 12:00 PM),21,1,5,7,5,20,80,1,1.96,10.063485206585327,89.68,0,0,5.0,8.051421459442148,0,3.992598209304196,0.9861611224869563,4.001622551266662,6.99316371900313,1,1,80.91
Male,CSE,Afternoon (12:00 PM - 6:00 PM),21,7,6,9,0,0,30,0,3.01,24.024092038341685,95.16,0,1,4.02,8.988427842669877,0,5.018015608160488,6.0509684820675105,0.9636966058209183,7.998197243126628,1,1,69.92
Male,CSE,Morning (6:00 AM - 12:00 PM),21,5,7,10,6,10,60,0,5.97,10.124155824139315,89.0,1,1,7.97,5.943206601705551,0,6.980488641132259,1.9900262881456292,6.035903327537544,0.998877383228943,1,1,81.82
Male,CSE,Night (6:00 PM - 6:00 AM),20,1,6,3,6,70,90,1,1.99,1.0502817785536442,80.14,1,0,8.0,3.993141134776091,0,9.984649061675281,5.029053339146703,1.0261572405747412,7.006736684462231,1,1,88.96
Male,CSE,Morning (6:00 AM - 12:00 PM),18,1,4,10,4,120,6,0,5.97,7.062445916997698,67.01,1,0,5.97,4.023481449674307,0,1.0179572130126942,7.986637085850822,5.031384546860511,0.9932021897053606,1,0,71.0
Male,CSE,Afternoon (12:00 PM - 6:00 PM),24,0,2,6,4,50,120,5,2.03,6.918510694444184,65.13,1,0,4.01,9.046139470068576,0,3.983905682301829,9.96544342499499,5.999472571488262,6.030777239960746,1,1,71.19
Male,LLB,Night (6:00 PM - 6:00 AM),19,3,6,6,7,15,1,0,1.97,7.91769635589633,71.81,0,0,8.97,2.959006972846034,0,7.0069419771048445,8.965519385596307,0.9921516651661295,7.991429083694625,1,0,71.01
Male,BBA,Night (6:00 PM - 6:00 AM),22,1,5,8,5,60,6,2,2.02,4.0019710024397375,85.13,1,0,6.0,6.022973795345088,1,9.95570596432803,2.019138544959337,9.999835906377108,6.9607879294180695,1,0,70.1
Male,BBA,Night (6:00 PM - 6:00 AM),20,0,5,8,6,30,50,1,0.99,4.946517890065219,79.23,0,0,8.0,7.02477340745967,0,9.01636881572177,9.971142729394849,7.041582862946417,5.062996803336453,1,1,88.96
Female,BBA,Night (6:00 PM - 6:00 AM),22,1,6,8,1,2,35,4,0.0,1.9682639416779633,79.28,0,0,5.99,10.036097240320707,0,3.9943679219868438,0.994301726723671,0.9936302017969345,0.9924809659567766,1,1,77.94
Male,CSE,Night (6:00 PM - 6:00 AM),20,4,6,3,5,240,30,1,3.0,6.117679752263988,96.46,1,0,9.96,7.925908476023293,0,7.011407409006039,9.98238180875534,3.0362635231007444,5.030161003806466,1,1,70.0
Male,CSE,Morning (6:00 AM - 12:00 PM),24,3,4,9,2,20,60,1,0.0,10.055427430832438,90.06,0,1,6.03,10.045955791562696,0,5.031388385131643,2.9761639760417697,7.996400474526013,9.032265364576721,1,1,86.12
Male,LLB,Afternoon (12:00 PM - 6:00 PM),19,1,4,7,4,300,150,3,1.01,5.956414806775835,90.06,0,0,8.99,4.012229380899969,1,1.9906428586931546,2.9794712622707236,4.979022676873366,1.021709768797572,1,0,89.92
Male,MBA,Night (6:00 PM - 6:00 AM),20,0,5,10,2,30,9,1,4.05,7.889780143322197,94.65,0,0,7.97,7.01272158083498,0,4.956996038092926,3.0056217799988123,9.949169304406114,4.9954516927035835,1,0,70.03
Male,CSE,Night (6:00 PM - 6:00 AM),23,1,5,1,3,2,600,2,2.98,12.952488748319688,57.88,1,0,6.01,4.028818898612114,0,9.989852592412795,0.9192287284025675,4.0140491098913325,6.0065846031704995,1,0,8.03
Female,CSE,Morning (6:00 AM - 12:00 PM),21,1,6,5,2,25,60,2,16.0,7.974044478592632,75.96,0,0,7.02,3.9443912497680915,0,5.03405720334633,1.0228942476068512,7.018796145658139,3.9707269329129398,1,1,87.0
Male,BA,Night (6:00 PM - 6:00 AM),20,7,5,8,2,40,10,2,4.05,7.9850347286291825,85.24,0,0,7.99,2.028153210016651,0,9.004762554517226,6.964876904670708,4.971846113589133,7.045709896139567,1,0,80.12
Male,CSE,Afternoon (12:00 PM - 6:00 PM),20,7,6,3,4,2,30,3,4.97,2.940418802140704,94.86,0,0,8.03,7.065873523643992,0,1.9701523555912104,7.96833570375987,8.036139225431272,9.980435641905482,1,0,100.0
Female,CSE,Night (6:00 PM - 6:00 AM),24,3,11,5,6,240,140,2,1.95,5.052631288068309,74.18,0,0,6.99,4.962037495061682,0,3.9945670707216143,5.960833706962729,6.966197355283333,7.994168379459404,1,1,83.98
Male,BCOM,Night (6:00 PM - 6:00 AM),26,3,6,8,3,25,120,3,2.01,11.96685836318091,80.0,0,0,6.0,4.998213897679319,0,3.013678361932148,3.007300810283559,7.017335664802354,5.002273530690211,1,1,79.99
Female,CSE,Morning (6:00 AM - 12:00 PM),20,5,6,5,7,3,60,2,1.98,3.0302123825514022,64.96,1,1,8.01,6.001039048219202,0,9.996481260688265,3.03970592310537,8.01853578690121,6.997532313881679,1,0,59.7
Male,CSE,Afternoon (12:00 PM - 6:00 PM),21,0,5,8,5,20,120,1,3.06,3.0025102119201037,55.06,0,0,10.03,3.0098870008209593,0,4.995718952982674,4.99632094983235,8.026260618880995,5.984912874357626,1,0,85.98
Male,CSE,Night (6:00 PM - 6:00 AM),21,0,5,5,2,60,56,1,3.0,7.043716626399104,57.91,1,0,9.96,6.0118171377940905,0,2.9799879961045965,5.011849802750639,5.951774078322314,1.0320253069099894,1,1,88.85
Male,BBA LLB,Night (6:00 PM - 6:00 AM),22,1,6,5,1,40,70,2,1.98,2.9889170714883986,76.9,1,0,7.04,2.981374704733005,0,5.98223885651279,4.014615280996157,4.026106648906519,9.021826101520338,1,1,68.97
Male,BHMS,Afternoon (12:00 PM - 6:00 PM),25,1,6,4,3,2,9,1,0.0,5.956911800513502,66.61,0,1,12.02,3.0011081139529456,0,10.006237891396427,10.020103761476927,6.9964556730245855,6.0073968096517385,1,1,82.0
Male,CSE,Morning (6:00 AM - 12:00 PM),20,5,4,8,6,30,240,4,0.53,1.9721162994585832,97.94,0,0,5.01,7.0483745264764455,0,3.0138092221538795,0.9727797113411013,1.9916712750039636,3.990823028856386,1,0,82.06
Male,BHMS,Afternoon (12:00 PM - 6:00 PM),21,0,6,8,5,25,60,0,0.0,19.9727732103393,2.89,0,0,5.98,3.0112655333852034,0,4.995140286163223,6.043219917799306,8.02018819386805,6.024444385590786,1,0,90.28
Female,CSE,Night (6:00 PM - 6:00 AM),22,2,6,1,6,600,150,2,3.0,7.096171967824027,78.88,1,0,2.98,8.010214191260133,0,6.986149293462351,4.99094182137213,5.023508238953343,0.9893320419500226,1,0,87.19
Female,CSE,Night (6:00 PM - 6:00 AM),20,1,6,5,5,10,100,3,5.03,3.0035638083727614,72.1,0,0,8.01,4.980180458129644,0,3.0212088448036343,7.0076232903408,6.951337633810033,9.036068903457629,1,0,70.0
Male,CSE,Night (6:00 PM - 6:00 AM),24,5,5,6,0,50,15,1,5.98,4.000215808184642,69.15,0,0,7.01,6.03714399909377,0,3.9881195327947396,6.995932175246281,1.9684385638427684,6.002554532161971,1,1,88.08
Male,CSE,Night (6:00 PM - 6:00 AM),19,3,4,8,0,20,50,6,3.0,13.04108701917141,80.05,0,1,11.01,7.99398319919858,0,8.008112537483848,4.987917145644547,9.029345039080475,4.028245734619209,1,1,67.94
Female,BBA,Night (6:00 PM - 6:00 AM),21,7,6,6,3,1,6,0,1.0,2.999996745989503,86.23,0,0,7.0,6.943134975332982,1,7.01494615807006,5.0254842592600895,8.01162310478682,9.997385764335258,1,1,68.03
Male,CSE,Night (6:00 PM - 6:00 AM),22,2,5,3,6,25,80,2,6.02,1.0522505098301977,1.13,1,1,6.01,4.0116551975033925,0,4.964554078380001,3.017226345139208,8.004447525681229,6.001642980669396,0,1,68.03
Male,CSE,Morning (6:00 AM - 12:00 PM),26,5,8,5,0,70,240,10,2.02,4.982667680186923,79.93,0,0,8.96,6.019608341228152,0,4.003918254885107,2.9407036358665253,7.975880396373341,7.028145583048361,1,1,93.86
Male,CSE,Night (6:00 PM - 6:00 AM),24,7,4,6,3,1,60,2,0.99,3.9779366667471074,94.89,1,0,4.99,9.991712003834662,0,4.924361046365217,10.011368963216654,3.010738567975958,8.050390273599914,1,0,81.94
Male,CSE,Night (6:00 PM - 6:00 AM),21,2,8,5,2,20,6,2,1.0,1.954336390046004,76.07,0,0,4.97,3.938086361974991,1,5.9971295368938415,5.056894650717987,8.02982758251577,5.035838647816053,0,1,68.76
Male,CSE,Night (6:00 PM - 6:00 AM),20,2,5,2,5,70,140,1,0.99,10.086179867169019,80.13,0,0,5.0,4.969039657181895,0,8.016249525825563,6.005037775010085,6.056720414477726,6.020146108183342,1,1,89.98
Male,CSE,Night (6:00 PM - 6:00 AM),21,0,6,10,0,20,2,0,0.95,17.996747383734743,90.32,0,0,8.02,3.9968068209488075,0,3.009447452720565,2.986144693667077,4.991332955656043,5.0135347157993095,1,0,70.99
Female,BCOM,Night (6:00 PM - 6:00 AM),21,0,7,10,4,2,30,10,1.01,5.9453101433798485,65.27,1,1,5.98,3.989170726855601,0,3.0224326039436504,3.989599380052611,1.0214625241953827,3.988356356103447,1,1,80.99
Female,CSE,Night (6:00 PM - 6:00 AM),21,0,6,5,1,90,300,0,3.06,8.009168708048648,75.88,1,0,5.99,3.0122507211840683,0,2.0098269643297346,1.984758697267903,5.045389428954889,7.006780863703075,1,1,71.86
Male,CSE,Morning (6:00 AM - 12:00 PM),23,3,7,5,0,30,60,0,4.97,6.9697188521244495,74.98,1,0,7.98,3.0164114411594634,0,7.984792535489909,2.968834600000441,5.964550088780514,4.979029002810814,1,0,77.99
Female,BA,Morning (6:00 AM - 12:00 PM),22,2,1,6,0,50,20,2,0.48,4.9818513927561705,75.35,1,0,7.99,4.987911517747001,0,1.95683950003955,4.994990892527493,7.044025136964542,7.0086309984252475,1,1,68.02
Male,BBA,Morning (6:00 AM - 12:00 PM),21,1,4,8,5,1,30,5,5.97,8.014475678018398,75.24,1,0,11.01,2.9611961725005873,0,8.003172881089535,6.994867715925957,6.00490980013448,5.010107123833252,1,0,85.06
Male,CSE,Night (6:00 PM - 6:00 AM),21,4,5,3,4,3,30,3,1.02,3.0708513257158363,0.21,1,0,8.02,8.040307958242513,1,1.013425971395176,8.01627844330083,8.001831948634612,0.954963129401028,1,1,88.04
Non-binary,BBA,Afternoon (12:00 PM - 6:00 PM),20,4,8,3,0,600,0,2,2.01,6.004732102001644,94.99,1,1,9.03,13.015548876870875,0,6.950717159082732,6.985828335560062,9.98674375738494,7.000889751919953,1,0,71.96
Male,BA,Night (6:00 PM - 6:00 AM),21,3,8,5,6,300,40,2,1.0,6.96687811525966,85.71,1,0,7.98,7.018622733588675,0,6.011325560947088,9.05454308274256,6.991095405605241,4.009528884637493,1,0,97.98
Male,CSE,Night (6:00 PM - 6:00 AM),21,4,4,6,2,20,60,4,0.97,3.976479794147002,97.77,0,1,6.01,3.0106551106666863,1,3.002460264423203,6.974593387367255,4.981769359954937,2.998077344342957,1,1,69.04
Male,CSE,Night (6:00 PM - 6:00 AM),23,2,2,4,4,5,1,2,2.0,4.030578964360803,85.06,0,1,8.02,13.030439308291456,1,8.989774039258807,2.0039942133200075,9.976679256737029,3.0082236984872868,1,0,80.94
Female,CSE,Night (6:00 PM - 6:00 AM),22,0,5,4,3,1,70,1,3.95,0.908775544683202,100.0,0,0,10.03,9.989429471861856,0,9.012331198656659,7.979723306224041,8.011002378232583,5.969183200765892,1,1,69.88
Male,CSE,Afternoon (12:00 PM - 6:00 PM),21,1,8,8,1,40,70,0,1.0,7.951429231776344,29.75,1,1,8.98,8.022975452535041,0,3.9922782837942874,0.9853895330731621,8.027227747549807,4.982179877649228,1,1,88.95
Male,CSE,Night (6:00 PM - 6:00 AM),18,0,6,7,0,10,50,1,2.03,8.009905590145198,55.01,1,0,5.96,12.018542340898495,0,0.9904811256572709,3.9924201070646226,7.9743613791428185,7.023770554413824,1,0,74.05
Male,BBA LLB,Morning (6:00 AM - 12:00 PM),20,0,6,8,6,45,40,2,1.96,11.920499029894803,45.14,1,0,7.99,2.01762472308491,0,6.9643522566966745,7.005528101836477,2.982989068822138,5.000013130068852,1,1,88.1
Female,CSE,Morning (6:00 AM - 12:00 PM),35,2,5,7,4,0,3,1,4.95,4.985442129574572,75.74,0,1,6.05,4.966864428274172,0,7.0113487304729265,5.021777414304171,8.006272827481647,7.007806371536984,1,1,82.13
Male,BA LLB,Night (6:00 PM - 6:00 AM),22,0,6,3,7,5,25,1,3.05,7.9777212093036445,75.45,0,0,5.98,5.0038588917669475,0,4.963376742156661,2.98737010153021,7.972727883819129,4.9874474519818515,1,1,97.88
Male,CSE,Night (6:00 PM - 6:00 AM),19,1,7,8,0,40,80,0,1.98,6.040873763525855,95.91,0,1,6.01,5.01073580727257,1,8.9808174340905,2.9594010493983007,6.005973924838583,8.000447740510051,1,1,70.27
Prefer not to say,BBA,Night (6:00 PM - 6:00 AM),22,1,6,2,0,20,30,2,6.04,6.988341218155552,79.29,1,1,5.96,3.049344088947283,0,9.01278064852417,1.0371491717540016,4.9934006374044,3.9471271736449425,0,1,74.9
Male,CSE,Night (6:00 PM - 6:00 AM),23,2,2,10,6,30,60,1,6.0,5.055279075330763,78.88,0,0,12.03,3.0027695453692793,0,1.9953036180480286,2.973496608071848,6.959919042752703,5.019431279599832,1,1,77.97
Male,CSE,Morning (6:00 AM - 12:00 PM),24,0,5,10,6,60,0,2,0.0,6.003674104200182,79.77,0,0,7.96,5.030010740629921,0,4.047923603830404,0.9933143464679244,5.011540917386899,4.041524766845468,1,1,78.17
Male,MBA,Afternoon (12:00 PM - 6:00 PM),24,1,3,8,2,25,180,0,8.01,3.0827515707293816,2.9,1,0,9.95,5.95876954488443,0,8.016624080579446,3.0014956983205665,9.986271706774806,5.975538579495523,1,1,84.77
Male,CSE,Morning (6:00 AM - 12:00 PM),23,3,5,9,2,15,30,10,0.97,4.935367267254463,89.98,0,0,5.0,9.980125784920522,0,8.021067937988217,8.997228025206931,3.0250832004563635,4.978402364290121,1,1,66.02
Female,CSE,Morning (6:00 AM - 12:00 PM),18,3,5,10,0,10,80,10,4.0,3.0753298437895147,77.91,1,0,5.0,3.012179348511959,0,2.0239449647176078,6.961703780866327,7.995216167192555,7.010126169837023,1,0,7.96
Male,CSE,Night (6:00 PM - 6:00 AM),24,1,6,9,4,60,15,0,1.99,6.980848660929959,78.95,1,0,8.03,6.011937789845454,0,4.993233571053904,5.023381762603327,5.9825940490487,7.033852194383568,1,0,87.8
Male,BBA,Night (6:00 PM - 6:00 AM),26,1,6,2,3,10,60,1,11.96,8.068660291767792,92.08,0,0,7.02,1.980120159453199,0,4.985086998621081,1.9235593830081155,3.9991864926672376,4.999951828622473,1,1,9.81
Male,BA,Afternoon (12:00 PM - 6:00 PM),20,4,4,6,0,600,50,2,3.01,5.055211219378595,64.96,0,0,7.96,6.02650988028982,0,8.965963068471849,7.026575212872824,5.0303913437935615,9.971764911232682,1,1,85.16
Female,CSE,Morning (6:00 AM - 12:00 PM),22,4,4,8,2,2,100,0,1.99,3.8671509453273303,88.98,1,1,10.0,9.995353466210963,1,7.959240552953229,9.031364623010987,10.045069870575393,6.995208460223361,1,0,94.07
Female,BA LLB,Night (6:00 PM - 6:00 AM),19,2,5,6,3,25,25,1,1.0,8.02232086284833,67.61,0,0,4.99,3.9947075893835904,0,7.032173250939737,5.024497840104238,7.014512602555002,3.9763444257551104,1,0,80.13
Male,CSE,Night (6:00 PM - 6:00 AM),26,2,3,5,2,30,60,2,0.96,12.04647164277771,67.09,0,0,5.97,3.997824817491843,0,3.982552886608983,5.9917480189256525,9.985586244138542,9.984637877155368,1,1,99.85
Male,BCA,Night (6:00 PM - 6:00 AM),25,1,7,6,6,30,30,0,4.05,8.061889198026572,73.98,0,0,7.01,7.03712971214613,0,6.0250658968369475,5.003509991198344,2.0007979012480566,3.9930167562191654,1,1,95.04
Female,CSE,Morning (6:00 AM - 12:00 PM),24,5,12,5,5,30,60,2,0.53,7.945189274496118,95.37,0,0,8.02,13.030204500559346,0,2.958727727852264,4.981847062657216,6.997591703285838,4.9786551878371474,1,1,90.32
Male,BA,Afternoon (12:00 PM - 6:00 PM),23,7,6,1,4,10,120,2,1.03,13.027499659939762,84.79,0,1,9.98,3.052232948196579,0,9.994878350376505,9.00186256259071,3.9963235839691635,6.982132990159735,1,0,33.3
Male,BA,Night (6:00 PM - 6:00 AM),20,3,5,8,5,5,200,0,2.99,5.009087023581782,92.59,0,1,7.99,7.015268681281235,0,7.035547167554989,7.017064850036083,4.993775010574077,5.001711903735917,1,0,70.01
Male,BCOM,Night (6:00 PM - 6:00 AM),20,4,2,1,6,15,60,3,0.95,7.020096116928891,45.14,0,0,8.99,5.053557981963922,0,4.007460998360107,7.9702988358547735,9.97637574481323,2.004938962205918,1,1,80.0
Female,MBA,Night (6:00 PM - 6:00 AM),35,4,6,9,5,30,10,0,1.06,10.046532979090061,90.08,1,0,3.99,3.00660445493498,0,1.0082020105097738,2.996357664046476,9.023873643797996,9.967293889418643,1,1,71.98
Male,CSE,Night (6:00 PM - 6:00 AM),22,2,3,10,4,0,3,4,9.0,10.053882460108913,73.77,0,0,1.99,4.996493204996037,0,6.983559853170282,0.9870567612037084,5.021063503664216,5.009104131665943,1,1,84.89
Female,CSE,Night (6:00 PM - 6:00 AM),21,0,6,6,6,30,40,4,1.98,7.969453840547381,84.65,0,1,7.99,3.987847370323278,0,9.974687786242434,3.031812115479378,8.000566794423206,5.991227708090025,1,1,85.01
Male,CSE,Night (6:00 PM - 6:00 AM),24,3,7,7,1,6,50,1,6.01,8.012363901393813,85.35,1,0,6.0,3.995112549925647,0,3.9987392057998052,9.97447545780924,2.030801878664718,9.016543032566748,1,1,86.23
Male,CSE,Night (6:00 PM - 6:00 AM),30,0,6,7,0,60,0,2,0.04,10.001916186745989,80.32,1,0,7.99,3.9964725228869398,0,9.968435446634395,5.016983490579542,7.014463159567077,6.017926538459696,1,1,77.99
Male,BA LLB,Night (6:00 PM - 6:00 AM),22,0,4,6,6,25,100,3,3.0,14.988850351632253,85.43,0,0,10.01,7.98098149444279,0,7.996986815722989,8.998568876422695,5.972680556421308,2.987492928337971,1,1,85.17
Male,CSE,Night (6:00 PM - 6:00 AM),22,3,4,6,4,45,120,0,5.04,9.993302588317887,95.9,1,0,4.99,1.9836173157478427,0,7.027514470443682,6.9966296109292,0.9913276189785463,7.014105800422528,1,1,60.4
Male,CSE,Night (6:00 PM - 6:00 AM),21,2,5,6,0,30,40,1,6.03,5.009129579666916,90.38,0,0,8.01,10.016851636551827,0,5.96447111076392,7.0177950848806345,7.0362250526950385,3.9807767171105004,1,1,84.89
Male,CSE,Night (6:00 PM - 6:00 AM),24,7,6,4,3,40,120,0,0.97,2.9719581798280803,19.89,0,1,9.99,13.986461251699561,1,10.018007082870174,5.9895849621832555,4.991174854243696,10.030404288164798,1,0,80.08
Male,CSE,Night (6:00 PM - 6:00 AM),21,7,5,3,0,6,10,2,3.98,5.041134078595202,84.89,0,0,6.01,6.952836174266211,0,3.027925916944082,9.002801041069977,9.983034036663376,6.981645366629015,1,1,69.84
Male,DROPOUT,Morning (6:00 AM - 12:00 PM),22,3,5,3,4,3,25,2,9.03,8.059127579010926,19.94,0,0,7.98,5.9514253464481826,0,9.99270288357901,8.0301368832964,5.0176775379931495,6.008101985282535,1,0,82.98
Female,CSE,Night (6:00 PM - 6:00 AM),21,1,6,6,3,10,50,2,0.92,11.961775476003382,19.74,1,0,10.02,2.941824762706117,0,7.000935528511642,6.978925934569975,5.9931430079071415,7.995690976002214,1,1,72.35
Male,CSE,Afternoon (12:00 PM - 6:00 PM),19,0,4,6,5,10,30,0,3.0,12.061411128667949,99.61,1,0,1.97,4.960682698305073,0,9.986554977996736,3.00734977986632,8.013722549864564,6.976643873765456,1,0,90.09
Male,B.DES,Morning (6:00 AM - 12:00 PM),22,3,3,3,5,300,30,4,0.96,7.961863197008033,74.24,0,0,8.0,2.9667171836661668,1,8.991306232545181,1.0239051378893285,4.999116230350523,2.0206923156377963,1,1,60.04
Male,CSE,Morning (6:00 AM - 12:00 PM),20,0,2,1,6,5,30,3,2.99,4.041821176971395,49.58,1,0,5.99,13.972983361189504,0,10.022940590770546,7.012664934040203,4.980505632494421,6.985894564429532,1,1,82.83
Male,BBA,Night (6:00 PM - 6:00 AM),18,2,7,7,5,5,30,2,2.99,13.061324900819923,95.06,1,0,8.0,10.007933734567601,0,6.020329361334632,2.0347500169397983,0.9830393722770235,6.9609525869821045,1,1,89.92
Male,CSE,Night (6:00 PM - 6:00 AM),21,1,6,8,4,3,30,1,12.99,7.995597453588396,74.2,0,0,7.98,6.964718371807112,0,7.01103214939966,5.99674947871226,7.958749284403245,9.933805653411099,1,1,74.88
Male,CSE,Night (6:00 PM - 6:00 AM),20,2,4,3,7,25,56,1,2.98,2.962244972541845,71.67,0,0,6.0,4.974497766438638,0,5.017046445695788,2.018211465701167,7.972955898776722,6.979901893404105,1,0,85.86
Male,BBA,Night (6:00 PM - 6:00 AM),20,7,1,3,4,25,360,2,2.47,0.9725776623530722,2.79,0,0,7.98,3.9491904785913428,0,3.005608910374495,10.02990933424231,8.015376580456156,7.031601990450713,1,1,70.12
Prefer not to say,CSE,Night (6:00 PM - 6:00 AM),21,1,5,2,3,2,30,0,1.07,10.01685620476259,95.28,0,0,7.0,13.981682281859166,0,2.9655978136288796,5.954118478371093,9.029505511170429,8.02888785218699,1,1,86.1
Male,CSE,Night (6:00 PM - 6:00 AM),22,0,6,9,3,10,30,0,0.56,7.091518553900929,85.12,0,0,5.99,6.020078641627254,0,4.029835137334067,5.988966773105192,2.985062712820648,7.983495166153243,1,0,81.98
Male,BA LLB,Afternoon (12:00 PM - 6:00 PM),19,3,4,8,3,30,15,3,0.96,12.921148238197139,49.86,1,0,10.01,6.999351724984073,0,9.97494593234363,9.01028159919637,9.966353813632074,4.991399485261785,1,1,79.92
Female,BSC,Night (6:00 PM - 6:00 AM),26,3,6,4,5,0,2,2,3.05,1.0046695233532328,85.27,1,0,5.0,5.002274122480947,0,9.99719200461739,1.0249697095589259,8.027843171886243,6.989321833947627,1,0,70.1
Male,BCOM,Morning (6:00 AM - 12:00 PM),20,7,5,1,0,20,30,0,4.99,7.995897377333442,33.61,0,0,6.04,3.9999458015697296,0,3.0239256695932113,2.0066056481593,9.02856726499102,4.969373608493042,1,0,72.24
Male,BSC,Night (6:00 PM - 6:00 AM),22,4,7,2,2,25,6,0,0.0,3.9787340657993524,50.06,0,0,8.99,2.964362724665932,1,6.960708554506379,7.037881676774955,8.017690986559991,4.978207142767794,1,0,78.14
Female,CSE,Night (6:00 PM - 6:00 AM),21,1,7,3,3,100,0,1,1.0,7.996236973565624,49.79,0,0,6.0,2.9886622636215088,0,7.0175123798662655,0.9855114725236019,5.964495326366237,6.022535131922968,1,0,71.02
Male,BBA,Night (6:00 PM - 6:00 AM),24,1,6,3,0,10,40,1,15.98,5.974743105580366,89.91,0,1,6.06,7.00612923491875,0,1.9665723838699243,2.966505960016563,8.012605107258707,3.01157334272849,0,0,70.13
Male,CSE,Afternoon (12:00 PM - 6:00 PM),21,4,5,3,7,30,300,2,6.03,2.0579093121157133,74.07,0,0,6.0,8.026892779968291,0,2.016676912714487,7.021554591621393,4.013497276620079,6.006272329886501,1,1,80.14
Male,CSE,Night (6:00 PM - 6:00 AM),30,1,6,7,4,5,1,2,1.0,6.06253674490079,44.96,1,0,12.02,7.010085370281882,0,10.033723543123097,9.996935096169569,5.022037323604948,9.969334230476251,1,0,75.02
Female,CSE,Night (6:00 PM - 6:00 AM),21,2,4,10,0,40,60,0,4.99,4.004105563050729,68.21,0,0,8.01,5.024425628750972,0,8.979319254823045,4.977276406180139,3.003694740249767,7.002312960632859,0,0,80.02
Female,CSE,Night (6:00 PM - 6:00 AM),22,0,6,10,4,5,540,3,1.96,11.993425109554638,79.65,1,0,6.04,4.969870856020942,0,9.975672032502251,9.046338049323108,2.9816430241297223,3.9470850779714124,1,0,80.93
Male,CSE,Afternoon (12:00 PM - 6:00 PM),20,3,3,4,3,50,20,1,3.97,6.977033109225757,71.66,1,0,7.97,7.958301578789734,0,9.002132112937469,3.0202579865754764,8.99010076218005,5.019357569317456,1,0,82.12
Female,CSE,Morning (6:00 AM - 12:00 PM),21,3,6,8,4,25,80,1,0.95,6.004205532241791,92.04,0,0,5.97,4.9513927786054905,0,6.974791299382152,1.017661337232645,3.02880278785887,5.005938971976095,1,1,79.98
